cdt	1:-18000:America/Chicago;1:32400:Asia/Shanghai;1:-14400:America/Havana;1:-18000:America/Atikokan;1:-18000:America/Bahia_Banderas;1:-18000:America/Belize;1:-18000:America/Cambridge_Bay;1:-18000:America/Cancun;1:-18000:America/Chihuahua;1:-18000:America/Coral_Harbour;1:-18000:America/Costa_Rica;1:-18000:America/El_Salvador;1:-18000:America/Fort_Wayne;1:-18000:America/Guatemala;1:-18000:America/Indiana/Indianapolis;1:-18000:America/Indiana/Knox;1:-18000:America/Indiana/Marengo;1:-18000:America/Indiana/Petersburg;1:-18000:America/Indiana/Tell_City;1:-18000:America/Indiana/Vevay;1:-18000:America/Indiana/Vincennes;1:-18000:America/Indiana/Winamac;1:-18000:America/Indianapolis;1:-18000:America/Iqaluit;1:-18000:America/Kentucky/Louisville;1:-18000:America/Kentucky/Monticello;1:-18000:America/Knox_IN;1:-18000:America/Louisville;1:-18000:America/Managua;1:-18000:America/Matamoros;1:-18000:America/Menominee;1:-18000:America/Merida;1:-18000:America/Mexico_City;1:-18000:America/Monterrey;1:-18000:America/North_Dakota/Beulah;1:-18000:America/North_Dakota/Center;1:-18000:America/North_Dakota/New_Salem;1:-18000:America/Ojinaga;1:-18000:America/Pangnirtung;1:-18000:America/Rainy_River;1:-18000:America/Rankin_Inlet;1:-18000:America/Resolute;1:-18000:America/Tegucigalpa;1:-18000:America/Winnipeg;1:-18000:Canada/Central;1:-18000:Mexico/General;1:32400:Asia/Chongqing;1:32400:Asia/Chungking;1:32400:Asia/Harbin;1:32400:Asia/Macao;1:32400:Asia/Macau;1:32400:Asia/Taipei;1:32400:PRC;1:32400:ROC
cemt	1:10800:Europe/Berlin
cest	1:7200:Europe/Berlin;1:10800:Europe/Kaliningrad;1:7200:Africa/Algiers;1:7200:Africa/Ceuta;1:7200:Africa/Tripoli;1:7200:Africa/Tunis;1:7200:Arctic/Longyearbyen;1:7200:Atlantic/Jan_Mayen;1:7200:Europe/Amsterdam;1:7200:Europe/Andorra;1:7200:Europe/Athens;1:7200:Europe/Belgrade;1:7200:Europe/Bratislava;1:7200:Europe/Brussels;1:7200:Europe/Budapest;1:7200:Europe/Busingen;1:7200:Europe/Chisinau;1:7200:Europe/Copenhagen;1:7200:Europe/Gibraltar;1:7200:Europe/Kaliningrad;1:7200:Europe/Kiev;1:7200:Europe/Lisbon;1:7200:Europe/Ljubljana;1:7200:Europe/Luxembourg;1:7200:Europe/Madrid;1:7200:Europe/Malta;1:7200:Europe/Minsk;1:7200:Europe/Monaco;1:7200:Europe/Oslo;1:7200:Europe/Paris;1:7200:Europe/Podgorica;1:7200:Europe/Prague;1:7200:Europe/Riga;1:7200:Europe/Rome;1:7200:Europe/San_Marino;1:7200:Europe/Sarajevo;1:7200:Europe/Simferopol;1:7200:Europe/Skopje;1:7200:Europe/Sofia;1:7200:Europe/Stockholm;1:7200:Europe/Tallinn;1:7200:Europe/Tirane;1:7200:Europe/Tiraspol;1:7200:Europe/Uzhgorod;1:7200:Europe/Vaduz;1:7200:Europe/Vatican;1:7200:Europe/Vienna;1:7200:Europe/Vilnius;1:7200:Europe/Warsaw;1:7200:Europe/Zagreb;1:7200:Europe/Zaporozhye;1:7200:Europe/Zurich
cet	0:3600:Europe/Berlin;0:7200:Europe/Kaliningrad;0:3600:Africa/Algiers;0:3600:Africa/Ceuta;0:3600:Africa/Tripoli;0:3600:Africa/Tunis;0:3600:Arctic/Longyearbyen;0:3600:Atlantic/Jan_Mayen;0:3600:Europe/Amsterdam;0:3600:Europe/Andorra;0:3600:Europe/Athens;0:3600:Europe/Belgrade;0:3600:Europe/Bratislava;0:3600:Europe/Brussels;0:3600:Europe/Budapest;0:3600:Europe/Busingen;0:3600:Europe/Chisinau;0:3600:Europe/Copenhagen;0:3600:Europe/Gibraltar;0:3600:Europe/Kaliningrad;0:3600:Europe/Kiev;0:3600:Europe/Lisbon;0:3600:Europe/Ljubljana;0:3600:Europe/Luxembourg;0:3600:Europe/Madrid;0:3600:Europe/Malta;0:3600:Europe/Minsk;0:3600:Europe/Monaco;0:3600:Europe/Oslo;0:3600:Europe/Paris;0:3600:Europe/Podgorica;0:3600:Europe/Prague;0:3600:Europe/Riga;0:3600:Europe/Rome;0:3600:Europe/San_Marino;0:3600:Europe/Sarajevo;0:3600:Europe/Simferopol;0:3600:Europe/Skopje;0:3600:Europe/Sofia;0:3600:Europe/Stockholm;0:3600:Europe/Tallinn;0:3600:Europe/Tirane;0:3600:Europe/Tiraspol;0:3600:Europe/Uzhgorod;0:3600:Europe/Vaduz;0:3600:Europe/Vatican;0:3600:Europe/Vienna;0:3600:Europe/Vilnius;0:3600:Europe/Warsaw;0:3600:Europe/Zagreb;0:3600:Europe/Zaporozhye;0:3600:Europe/Zurich
cmt	0:-15408:America/Argentina/Buenos_Aires;0:-15408:America/Argentina/Catamarca;0:-15408:America/Argentina/ComodRivadavia;0:-15408:America/Argentina/Cordoba;0:-15408:America/Argentina/Jujuy;0:-15408:America/Argentina/La_Rioja;0:-15408:America/Argentina/Mendoza;0:-15408:America/Argentina/Rio_Gallegos;0:-15408:America/Argentina/Salta;0:-15408:America/Argentina/San_Juan;0:-15408:America/Argentina/San_Luis;0:-15408:America/Argentina/Tucuman;0:-15408:America/Argentina/Ushuaia;0:-15408:America/Buenos_Aires;0:-15408:America/Catamarca;0:-15408:America/Cordoba;0:-15408:America/Jujuy;0:-15408:America/Mendoza;0:-15408:America/Rosario;0:-16060:America/Caracas;0:-16356:America/La_Paz;0:-19176:America/Cayman;0:-19176:America/Panama;0:6900:Europe/Chisinau;0:6900:Europe/Tiraspol
cpt	1:-18000:America/Chicago;1:-18000:America/Atikokan;1:-18000:America/Coral_Harbour;1:-18000:America/Fort_Wayne;1:-18000:America/Indiana/Indianapolis;1:-18000:America/Indiana/Knox;1:-18000:America/Indiana/Marengo;1:-18000:America/Indiana/Petersburg;1:-18000:America/Indiana/Tell_City;1:-18000:America/Indiana/Vevay;1:-18000:America/Indiana/Vincennes;1:-18000:America/Indiana/Winamac;1:-18000:America/Indianapolis;1:-18000:America/Kentucky/Louisville;1:-18000:America/Kentucky/Monticello;1:-18000:America/Knox_IN;1:-18000:America/Louisville;1:-18000:America/Menominee;1:-18000:America/Rainy_River;1:-18000:America/Winnipeg;1:-18000:Canada/Central
cst	0:-21600:America/Chicago;0:-18000:America/Havana;0:-21600:America/Atikokan;0:-21600:America/Bahia_Banderas;0:-21600:America/Belize;0:-21600:America/Cambridge_Bay;0:-21600:America/Cancun;0:-21600:America/Chihuahua;0:-21600:America/Coral_Harbour;0:-21600:America/Costa_Rica;0:-21600:America/Detroit;0:-21600:America/El_Salvador;0:-21600:America/Fort_Wayne;0:-21600:America/Guatemala;0:-21600:America/Hermosillo;0:-21600:America/Indiana/Indianapolis;0:-21600:America/Indiana/Knox;0:-21600:America/Indiana/Marengo;0:-21600:America/Indiana/Petersburg;0:-21600:America/Indiana/Tell_City;0:-21600:America/Indiana/Vevay;0:-21600:America/Indiana/Vincennes;0:-21600:America/Indiana/Winamac;0:-21600:America/Indianapolis;0:-21600:America/Iqaluit;0:-21600:America/Kentucky/Louisville;0:-21600:America/Kentucky/Monticello;0:-21600:America/Knox_IN;0:-21600:America/Louisville;0:-21600:America/Managua;0:-21600:America/Matamoros;0:-21600:America/Mazatlan;0:-21600:America/Menominee;0:-21600:America/Merida;0:-21600:America/Mexico_City;0:-21600:America/Monterrey;0:-21600:America/North_Dakota/Beulah;0:-21600:America/North_Dakota/Center;0:-21600:America/North_Dakota/New_Salem;0:-21600:America/Ojinaga;0:-21600:America/Pangnirtung;0:-21600:America/Rainy_River;0:-21600:America/Rankin_Inlet;0:-21600:America/Regina;0:-21600:America/Resolute;0:-21600:America/Swift_Current;0:-21600:America/Tegucigalpa;0:-21600:America/Thunder_Bay;0:-21600:America/Winnipeg;0:-21600:Canada/Central;0:-21600:Canada/Saskatchewan;0:-21600:Mexico/BajaSur;0:-21600:Mexico/General;0:28800:Asia/Chongqing;0:28800:Asia/Chungking;0:28800:Asia/Harbin;0:28800:Asia/Macao;0:28800:Asia/Macau;0:28800:Asia/Shanghai;0:28800:Asia/Taipei;0:28800:PRC;0:28800:ROC
cwt	1:-18000:America/Chicago;1:-18000:America/Atikokan;1:-18000:America/Coral_Harbour;1:-18000:America/Fort_Wayne;1:-18000:America/Indiana/Indianapolis;1:-18000:America/Indiana/Knox;1:-18000:America/Indiana/Marengo;1:-18000:America/Indiana/Petersburg;1:-18000:America/Indiana/Tell_City;1:-18000:America/Indiana/Vevay;1:-18000:America/Indiana/Vincennes;1:-18000:America/Indiana/Winamac;1:-18000:America/Indianapolis;1:-18000:America/Kentucky/Louisville;1:-18000:America/Kentucky/Monticello;1:-18000:America/Knox_IN;1:-18000:America/Louisville;1:-18000:America/Menominee;1:-18000:America/Mexico_City;1:-18000:America/Rainy_River;1:-18000:America/Winnipeg;1:-18000:Canada/Central;1:-18000:Mexico/General
chst	0:36000:Pacific/Guam;0:36000:Pacific/Saipan
dmt	0:-1521:Europe/Dublin
